query,label,query_ues,optimization_time
"SELECT COUNT(*) 
 FROM company_name AS cn,
      company_type AS ct,
      info_type AS it,
      info_type AS it2,
      kind_type AS kt,
      movie_companies AS mc,
      movie_info AS mi,
      movie_info_idx AS miidx,
      title AS t
 WHERE cn.country_code ='[us]'
   AND ct.kind ='production companies'
   AND it.info ='rating'
   AND it2.info ='release dates'
   AND kt.kind ='movie'
   AND mi.movie_id = t.id
   AND it2.id = mi.info_type_id
   AND kt.id = t.kind_id
   AND mc.movie_id = t.id
   AND cn.id = mc.company_id
   AND ct.id = mc.company_type_id
   AND miidx.movie_id = t.id
   AND it.id = miidx.info_type_id
   AND mi.movie_id = miidx.movie_id
   AND mi.movie_id = mc.movie_id
   AND miidx.movie_id = mc.movie_id;
 
",13d,"SELECT COUNT(*) FROM movie_info_idx AS miidx JOIN info_type AS it ON it.id = miidx.info_type_id AND it.info = 'rating' JOIN title AS t ON miidx.movie_id = t.id JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT mc.company_type_id AS mc_company_type_id, mc.movie_id AS mc_movie_id, mc.company_id AS mc_company_id, ct.id AS ct_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_ct_mc ON cn_ct_mc.mc_movie_id = t.id AND miidx.movie_id = cn_ct_mc.mc_movie_id JOIN (SELECT it2.id AS it2_id, mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id FROM movie_info AS mi JOIN info_type AS it2 ON it2.id = mi.info_type_id AND it2.info = 'release dates') AS it2_mi ON it2_mi.mi_movie_id = t.id AND it2_mi.mi_movie_id = miidx.movie_id AND it2_mi.mi_movie_id = cn_ct_mc.mc_movie_id",0.005469
"SELECT COUNT(*) 
 FROM cast_info AS ci,
      company_name AS cn,
      info_type AS it1,
      info_type AS it2,
      keyword AS k,
      movie_companies AS mc,
      movie_info AS mi,
      movie_info_idx AS mi_idx,
      movie_keyword AS mk,
      name AS n,
      title AS t
 WHERE ci.note IN ('(writer)', '(head writer)', '(written by)',   '(story)',  '(story editor)')
   AND cn.name LIKE 'Lionsgate%'
   AND it1.info = 'genres'
   AND it2.info = 'votes'
   AND k.keyword IN ('murder',  'violence',  'blood', 'gore',   'death',  'female-nudity', 'hospital')
   AND mi.info IN ('Horror',  'Thriller')
   AND n.gender = 'm'
   AND t.id = mi.movie_id
   AND t.id = mi_idx.movie_id
   AND t.id = ci.movie_id
   AND t.id = mk.movie_id
   AND t.id = mc.movie_id
   AND ci.movie_id = mi.movie_id
   AND ci.movie_id = mi_idx.movie_id
   AND ci.movie_id = mk.movie_id
   AND ci.movie_id = mc.movie_id
   AND mi.movie_id = mi_idx.movie_id
   AND mi.movie_id = mk.movie_id
   AND mi.movie_id = mc.movie_id
   AND mi_idx.movie_id = mk.movie_id
   AND mi_idx.movie_id = mc.movie_id
   AND mk.movie_id = mc.movie_id
   AND n.id = ci.person_id
   AND it1.id = mi.info_type_id
   AND it2.id = mi_idx.info_type_id
   AND k.id = mk.keyword_id
   AND cn.id = mc.company_id;
 
",31a,"SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'genres' AND mi.info IN ('Horror', 'Thriller') JOIN title AS t ON t.id = mi.movie_id JOIN (SELECT mi_idx.info_type_id AS mi_idx_info_type_id, mi_idx.movie_id AS mi_idx_movie_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'votes') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND mi.movie_id = it2_mi_idx.mi_idx_movie_id JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')) AS k_mk ON t.id = k_mk.mk_movie_id AND mi.movie_id = k_mk.mk_movie_id AND it2_mi_idx.mi_idx_movie_id = k_mk.mk_movie_id JOIN (SELECT mc.movie_id AS mc_movie_id, mc.company_id AS mc_company_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_name AS cn ON cn.id = mc.company_id AND cn.name LIKE 'Lionsgate%') AS cn_mc ON t.id = cn_mc.mc_movie_id AND mi.movie_id = cn_mc.mc_movie_id AND it2_mi_idx.mi_idx_movie_id = cn_mc.mc_movie_id AND k_mk.mk_movie_id = cn_mc.mc_movie_id JOIN cast_info AS ci ON t.id = ci.movie_id AND ci.movie_id = mi.movie_id AND ci.movie_id = it2_mi_idx.mi_idx_movie_id AND ci.movie_id = k_mk.mk_movie_id AND ci.movie_id = cn_mc.mc_movie_id AND ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)') JOIN name AS n ON n.id = ci.person_id AND n.gender = 'm'",0.008807
"SELECT COUNT(*) 
 FROM aka_name AS an1,
      cast_info AS ci,
      company_name AS cn,
      movie_companies AS mc,
      name AS n1,
      role_type AS rt,
      title AS t
 WHERE ci.note ='(voice: English version)'
   AND cn.country_code ='[jp]'
   AND mc.note LIKE '%(Japan)%'
   AND mc.note NOT LIKE '%(USA)%'
   AND n1.name LIKE '%Yo%'
   AND n1.name NOT LIKE '%Yu%'
   AND rt.role ='actress'
   AND an1.person_id = n1.id
   AND n1.id = ci.person_id
   AND ci.movie_id = t.id
   AND t.id = mc.movie_id
   AND mc.company_id = cn.id
   AND ci.role_id = rt.id
   AND an1.person_id = ci.person_id
   AND ci.movie_id = mc.movie_id;
 
",8a,SELECT COUNT(*) FROM movie_companies AS mc JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[jp]' AND mc.note LIKE '%(Japan)%' AND mc.note NOT LIKE '%(USA)%' JOIN title AS t ON t.id = mc.movie_id JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.note = '(voice: English version)' JOIN role_type AS rt ON ci.role_id = rt.id AND rt.role = 'actress' JOIN name AS n1 ON n1.id = ci.person_id AND n1.name LIKE '%Yo%' AND n1.name NOT LIKE '%Yu%' JOIN aka_name AS an1 ON an1.person_id = n1.id AND an1.person_id = ci.person_id,0.005903
"SELECT COUNT(*) 
 FROM complete_cast AS cc,
      comp_cast_type AS cct1,
      comp_cast_type AS cct2,
      char_name AS chn,
      cast_info AS ci,
      info_type AS it2,
      keyword AS k,
      kind_type AS kt,
      movie_info_idx AS mi_idx,
      movie_keyword AS mk,
      name AS n,
      title AS t
 WHERE cct1.kind = 'cast'
   AND cct2.kind LIKE '%complete%'
   AND chn.name IS NOT NULL
   AND (chn.name LIKE '%man%' OR chn.name LIKE '%Man%')
   AND it2.info = 'rating'
   AND k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')
   AND kt.kind = 'movie'
   AND mi_idx.info > '7.0'
   AND t.production_year > 2000
   AND kt.id = t.kind_id
   AND t.id = mk.movie_id
   AND t.id = ci.movie_id
   AND t.id = cc.movie_id
   AND t.id = mi_idx.movie_id
   AND mk.movie_id = ci.movie_id
   AND mk.movie_id = cc.movie_id
   AND mk.movie_id = mi_idx.movie_id
   AND ci.movie_id = cc.movie_id
   AND ci.movie_id = mi_idx.movie_id
   AND cc.movie_id = mi_idx.movie_id
   AND chn.id = ci.person_role_id
   AND n.id = ci.person_id
   AND k.id = mk.keyword_id
   AND cct1.id = cc.subject_id
   AND cct2.id = cc.status_id
   AND it2.id = mi_idx.info_type_id;
 
",26a,"SELECT COUNT(*) FROM comp_cast_type AS cct1 JOIN complete_cast AS cc ON cct1.id = cc.subject_id AND cct1.kind = 'cast' JOIN title AS t ON t.id = cc.movie_id AND t.production_year > 2000 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN movie_info_idx AS mi_idx ON t.id = mi_idx.movie_id AND cc.movie_id = mi_idx.movie_id AND mi_idx.info > '7.0' JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' JOIN comp_cast_type AS cct2 ON cct2.id = cc.status_id AND cct2.kind LIKE '%complete%' JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')) AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = cc.movie_id AND k_mk.mk_movie_id = mi_idx.movie_id JOIN cast_info AS ci ON t.id = ci.movie_id AND k_mk.mk_movie_id = ci.movie_id AND ci.movie_id = cc.movie_id AND ci.movie_id = mi_idx.movie_id JOIN char_name AS chn ON chn.id = ci.person_role_id AND chn.name IS NOT NULL AND (chn.name LIKE '%man%' OR chn.name LIKE '%Man%') JOIN name AS n ON n.id = ci.person_id",0.009168
"SELECT COUNT(*) 
 FROM aka_name AS an,
      char_name AS chn,
      cast_info AS ci,
      company_name AS cn,
      info_type AS it,
      keyword AS k,
      movie_companies AS mc,
      movie_info AS mi,
      movie_keyword AS mk,
      name AS n,
      role_type AS rt,
      title AS t
 WHERE ci.note IN ('(voice)',  '(voice: Japanese version)',  '(voice) (uncredited)',   '(voice: English version)')
   AND cn.country_code ='[us]'
   AND cn.name = 'DreamWorks Animation'
   AND it.info = 'release dates'
   AND k.keyword IN ('hero',  'martial-arts', 'hand-to-hand-combat',  'computer-animated-movie')
   AND mi.info IS NOT NULL
   AND (mi.info LIKE 'Japan:%201%' OR mi.info LIKE 'USA:%201%')
   AND n.gender ='f'
   AND n.name LIKE '%An%'
   AND rt.role ='actress'
   AND t.production_year > 2010
   AND t.title LIKE 'Kung Fu Panda%'
   AND t.id = mi.movie_id
   AND t.id = mc.movie_id
   AND t.id = ci.movie_id
   AND t.id = mk.movie_id
   AND mc.movie_id = ci.movie_id
   AND mc.movie_id = mi.movie_id
   AND mc.movie_id = mk.movie_id
   AND mi.movie_id = ci.movie_id
   AND mi.movie_id = mk.movie_id
   AND ci.movie_id = mk.movie_id
   AND cn.id = mc.company_id
   AND it.id = mi.info_type_id
   AND n.id = ci.person_id
   AND rt.id = ci.role_id
   AND n.id = an.person_id
   AND ci.person_id = an.person_id
   AND chn.id = ci.person_role_id
   AND k.id = mk.keyword_id;
 
",24b,"SELECT COUNT(*) FROM movie_companies AS mc JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' AND cn.name = 'DreamWorks Animation' JOIN title AS t ON t.id = mc.movie_id AND t.production_year > 2010 AND t.title LIKE 'Kung Fu Panda%' JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat', 'computer-animated-movie')) AS k_mk ON t.id = k_mk.mk_movie_id AND mc.movie_id = k_mk.mk_movie_id JOIN movie_info AS mi ON t.id = mi.movie_id AND mc.movie_id = mi.movie_id AND mi.movie_id = k_mk.mk_movie_id AND mi.info IS NOT NULL AND (mi.info LIKE 'Japan:%201%' OR mi.info LIKE 'USA:%201%') JOIN info_type AS it ON it.id = mi.info_type_id AND it.info = 'release dates' JOIN cast_info AS ci ON t.id = ci.movie_id AND mc.movie_id = ci.movie_id AND mi.movie_id = ci.movie_id AND ci.movie_id = k_mk.mk_movie_id AND ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)') JOIN role_type AS rt ON rt.id = ci.role_id AND rt.role = 'actress' JOIN name AS n ON n.id = ci.person_id AND n.gender = 'f' AND n.name LIKE '%An%' JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN aka_name AS an ON n.id = an.person_id AND ci.person_id = an.person_id",0.011852
"SELECT COUNT(*) 
 FROM company_name AS cn,
      company_type AS ct,
      keyword AS k,
      link_type AS lt,
      movie_companies AS mc,
      movie_info AS mi,
      movie_keyword AS mk,
      movie_link AS ml,
      title AS t
 WHERE cn.country_code !='[pl]'
   AND (cn.name LIKE '%Film%' OR cn.name LIKE '%Warner%')
   AND ct.kind ='production companies'
   AND k.keyword ='sequel'
   AND lt.link LIKE '%follow%'
   AND mc.note IS NULL
   AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark',  'Swedish','Denish', 'Norwegian', 'German')
   AND t.production_year BETWEEN 1950 AND 2000
   AND lt.id = ml.link_type_id
   AND ml.movie_id = t.id
   AND t.id = mk.movie_id
   AND mk.keyword_id = k.id
   AND t.id = mc.movie_id
   AND mc.company_type_id = ct.id
   AND mc.company_id = cn.id
   AND mi.movie_id = t.id
   AND ml.movie_id = mk.movie_id
   AND ml.movie_id = mc.movie_id
   AND mk.movie_id = mc.movie_id
   AND ml.movie_id = mi.movie_id
   AND mk.movie_id = mi.movie_id
   AND mc.movie_id = mi.movie_id;
 
",21a,"SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id AND lt.link LIKE '%follow%' JOIN title AS t ON ml.movie_id = t.id AND t.production_year BETWEEN 1950 AND 2000 JOIN movie_companies AS mc ON t.id = mc.movie_id AND ml.movie_id = mc.movie_id AND mc.note IS NULL JOIN company_type AS ct ON mc.company_type_id = ct.id AND ct.kind = 'production companies' JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code <> '[pl]' AND (cn.name LIKE '%Film%' OR cn.name LIKE '%Warner%') JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'sequel') AS k_mk ON t.id = k_mk.mk_movie_id AND ml.movie_id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mc.movie_id JOIN movie_info AS mi ON mi.movie_id = t.id AND ml.movie_id = mi.movie_id AND k_mk.mk_movie_id = mi.movie_id AND mc.movie_id = mi.movie_id AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')",0.007001
"SELECT COUNT(*) 
 FROM complete_cast AS cc,
      comp_cast_type AS cct1,
      comp_cast_type AS cct2,
      char_name AS chn,
      cast_info AS ci,
      keyword AS k,
      kind_type AS kt,
      movie_keyword AS mk,
      name AS n,
      title AS t
 WHERE cct1.kind = 'cast'
   AND cct2.kind LIKE '%complete%'
   AND chn.name NOT LIKE '%Sherlock%'
   AND (chn.name LIKE '%Tony%Stark%' OR chn.name LIKE '%Iron%Man%')
   AND k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight',  'violence')
   AND kt.kind = 'movie'
   AND n.name LIKE '%Downey%Robert%'
   AND t.production_year > 2000
   AND kt.id = t.kind_id
   AND t.id = mk.movie_id
   AND t.id = ci.movie_id
   AND t.id = cc.movie_id
   AND mk.movie_id = ci.movie_id
   AND mk.movie_id = cc.movie_id
   AND ci.movie_id = cc.movie_id
   AND chn.id = ci.person_role_id
   AND n.id = ci.person_id
   AND k.id = mk.keyword_id
   AND cct1.id = cc.subject_id
   AND cct2.id = cc.status_id;
 
",20b,"SELECT COUNT(*) FROM comp_cast_type AS cct1 JOIN complete_cast AS cc ON cct1.id = cc.subject_id AND cct1.kind = 'cast' JOIN title AS t ON t.id = cc.movie_id AND t.production_year > 2000 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN comp_cast_type AS cct2 ON cct2.id = cc.status_id AND cct2.kind LIKE '%complete%' JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence')) AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = cc.movie_id JOIN (SELECT ci.person_id AS ci_person_id, ci.person_role_id AS ci_person_role_id, ci.movie_id AS ci_movie_id, chn.id AS chn_id, n.id AS n_id FROM cast_info AS ci JOIN name AS n ON n.id = ci.person_id AND n.name LIKE '%Downey%Robert%' JOIN char_name AS chn ON chn.id = ci.person_role_id AND chn.name NOT LIKE '%Sherlock%' AND (chn.name LIKE '%Tony%Stark%' OR chn.name LIKE '%Iron%Man%')) AS chn_ci_n ON t.id = chn_ci_n.ci_movie_id AND k_mk.mk_movie_id = chn_ci_n.ci_movie_id AND chn_ci_n.ci_movie_id = cc.movie_id",0.008196
"SELECT COUNT(*) 
 FROM aka_name AS an,
      cast_info AS ci,
      company_name AS cn,
      keyword AS k,
      movie_companies AS mc,
      movie_keyword AS mk,
      name AS n,
      title AS t
 WHERE cn.country_code ='[us]'
   AND k.keyword ='character-name-in-title'
   AND t.episode_nr >= 5
   AND t.episode_nr < 100
   AND an.person_id = n.id
   AND n.id = ci.person_id
   AND ci.movie_id = t.id
   AND t.id = mk.movie_id
   AND mk.keyword_id = k.id
   AND t.id = mc.movie_id
   AND mc.company_id = cn.id
   AND an.person_id = ci.person_id
   AND ci.movie_id = mc.movie_id
   AND ci.movie_id = mk.movie_id
   AND mc.movie_id = mk.movie_id;
 
",16d,SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id AND t.episode_nr >= 5 AND t.episode_nr < 100 JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]' JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id JOIN aka_name AS an ON an.person_id = n.id AND an.person_id = ci.person_id,0.004402
"SELECT COUNT(*) 
 FROM company_name AS cn,
      keyword AS k,
      movie_companies AS mc,
      movie_keyword AS mk,
      title AS t
 WHERE cn.country_code ='[nl]'
   AND k.keyword ='character-name-in-title'
   AND cn.id = mc.company_id
   AND mc.movie_id = t.id
   AND t.id = mk.movie_id
   AND mk.keyword_id = k.id
   AND mc.movie_id = mk.movie_id;
 
",2b,SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON mc.movie_id = t.id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[nl]',0.002881
"SELECT COUNT(*) 
 FROM aka_name AS a1,
      cast_info AS ci,
      company_name AS cn,
      movie_companies AS mc,
      name AS n1,
      role_type AS rt,
      title AS t
 WHERE cn.country_code ='[us]'
   AND rt.role ='writer'
   AND a1.person_id = n1.id
   AND n1.id = ci.person_id
   AND ci.movie_id = t.id
   AND t.id = mc.movie_id
   AND mc.company_id = cn.id
   AND ci.role_id = rt.id
   AND a1.person_id = ci.person_id
   AND ci.movie_id = mc.movie_id;
 
",8c,"SELECT COUNT(*) FROM aka_name AS a1 JOIN name AS n1 ON a1.person_id = n1.id JOIN (SELECT rt.id AS rt_id, ci.person_id AS ci_person_id, ci.role_id AS ci_role_id, ci.movie_id AS ci_movie_id, t.id AS t_id FROM cast_info AS ci JOIN role_type AS rt ON ci.role_id = rt.id AND rt.role = 'writer' JOIN title AS t ON ci.movie_id = t.id) AS ci_rt_t ON n1.id = ci_rt_t.ci_person_id AND a1.person_id = ci_rt_t.ci_person_id JOIN movie_companies AS mc ON ci_rt_t.t_id = mc.movie_id AND ci_rt_t.ci_movie_id = mc.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]'",0.006746
"SELECT COUNT(*) 
 FROM complete_cast AS cc,
      comp_cast_type AS cct1,
      comp_cast_type AS cct2,
      company_name AS cn,
      company_type AS ct,
      info_type AS it1,
      info_type AS it2,
      keyword AS k,
      kind_type AS kt,
      movie_companies AS mc,
      movie_info AS mi,
      movie_info_idx AS mi_idx,
      movie_keyword AS mk,
      title AS t
 WHERE cct1.kind = 'crew'
   AND cct2.kind != 'complete+verified'
   AND cn.country_code != '[us]'
   AND it1.info = 'countries'
   AND it2.info = 'rating'
   AND k.keyword IN ('murder', 'murder-in-title', 'blood',   'violence')
   AND kt.kind IN ('movie',  'episode')
   AND mc.note NOT LIKE '%(USA)%'
   AND mc.note LIKE '%(200%)%'
   AND mi.info IN ('Sweden',   'Germany', 'Swedish', 'German')
   AND mi_idx.info > '6.5'
   AND t.production_year > 2005
   AND kt.id = t.kind_id
   AND t.id = mi.movie_id
   AND t.id = mk.movie_id
   AND t.id = mi_idx.movie_id
   AND t.id = mc.movie_id
   AND t.id = cc.movie_id
   AND mk.movie_id = mi.movie_id
   AND mk.movie_id = mi_idx.movie_id
   AND mk.movie_id = mc.movie_id
   AND mk.movie_id = cc.movie_id
   AND mi.movie_id = mi_idx.movie_id
   AND mi.movie_id = mc.movie_id
   AND mi.movie_id = cc.movie_id
   AND mc.movie_id = mi_idx.movie_id
   AND mc.movie_id = cc.movie_id
   AND mi_idx.movie_id = cc.movie_id
   AND k.id = mk.keyword_id
   AND it1.id = mi.info_type_id
   AND it2.id = mi_idx.info_type_id
   AND ct.id = mc.company_type_id
   AND cn.id = mc.company_id
   AND cct1.id = cc.subject_id
   AND cct2.id = cc.status_id;
 
",28b,"SELECT COUNT(*) FROM comp_cast_type AS cct1 JOIN complete_cast AS cc ON cct1.id = cc.subject_id AND cct1.kind = 'crew' JOIN title AS t ON t.id = cc.movie_id AND t.production_year > 2005 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind IN ('movie', 'episode') JOIN movie_info_idx AS mi_idx ON t.id = mi_idx.movie_id AND mi_idx.movie_id = cc.movie_id AND mi_idx.info > '6.5' JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' JOIN comp_cast_type AS cct2 ON cct2.id = cc.status_id AND cct2.kind <> 'complete+verified' JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mi_idx.movie_id AND mc.movie_id = cc.movie_id AND mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(200%)%' JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code <> '[us]' JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')) AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mi_idx.movie_id AND k_mk.mk_movie_id = mc.movie_id AND k_mk.mk_movie_id = cc.movie_id JOIN movie_info AS mi ON t.id = mi.movie_id AND k_mk.mk_movie_id = mi.movie_id AND mi.movie_id = mi_idx.movie_id AND mi.movie_id = mc.movie_id AND mi.movie_id = cc.movie_id AND mi.info IN ('Sweden', 'Germany', 'Swedish', 'German') JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'countries'",0.013238
"SELECT COUNT(*) 
 FROM complete_cast AS cc,
      comp_cast_type AS cct1,
      comp_cast_type AS cct2,
      char_name AS chn,
      cast_info AS ci,
      info_type AS it2,
      keyword AS k,
      kind_type AS kt,
      movie_info_idx AS mi_idx,
      movie_keyword AS mk,
      name AS n,
      title AS t
 WHERE cct1.kind = 'cast'
   AND cct2.kind LIKE '%complete%'
   AND chn.name IS NOT NULL
   AND (chn.name LIKE '%man%' OR chn.name LIKE '%Man%')
   AND it2.info = 'rating'
   AND k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'fight')
   AND kt.kind = 'movie'
   AND mi_idx.info > '8.0'
   AND t.production_year > 2005
   AND kt.id = t.kind_id
   AND t.id = mk.movie_id
   AND t.id = ci.movie_id
   AND t.id = cc.movie_id
   AND t.id = mi_idx.movie_id
   AND mk.movie_id = ci.movie_id
   AND mk.movie_id = cc.movie_id
   AND mk.movie_id = mi_idx.movie_id
   AND ci.movie_id = cc.movie_id
   AND ci.movie_id = mi_idx.movie_id
   AND cc.movie_id = mi_idx.movie_id
   AND chn.id = ci.person_role_id
   AND n.id = ci.person_id
   AND k.id = mk.keyword_id
   AND cct1.id = cc.subject_id
   AND cct2.id = cc.status_id
   AND it2.id = mi_idx.info_type_id;
 
",26b,"SELECT COUNT(*) FROM comp_cast_type AS cct1 JOIN complete_cast AS cc ON cct1.id = cc.subject_id AND cct1.kind = 'cast' JOIN title AS t ON t.id = cc.movie_id AND t.production_year > 2005 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN movie_info_idx AS mi_idx ON t.id = mi_idx.movie_id AND cc.movie_id = mi_idx.movie_id AND mi_idx.info > '8.0' JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' JOIN comp_cast_type AS cct2 ON cct2.id = cc.status_id AND cct2.kind LIKE '%complete%' JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'fight')) AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = cc.movie_id AND k_mk.mk_movie_id = mi_idx.movie_id JOIN cast_info AS ci ON t.id = ci.movie_id AND k_mk.mk_movie_id = ci.movie_id AND ci.movie_id = cc.movie_id AND ci.movie_id = mi_idx.movie_id JOIN char_name AS chn ON chn.id = ci.person_role_id AND chn.name IS NOT NULL AND (chn.name LIKE '%man%' OR chn.name LIKE '%Man%') JOIN name AS n ON n.id = ci.person_id",0.00995
"SELECT COUNT(*) 
 FROM cast_info AS ci,
      company_name AS cn,
      keyword AS k,
      movie_companies AS mc,
      movie_keyword AS mk,
      name AS n,
      title AS t
 WHERE k.keyword ='character-name-in-title'
   AND n.name LIKE '%B%'
   AND n.id = ci.person_id
   AND ci.movie_id = t.id
   AND t.id = mk.movie_id
   AND mk.keyword_id = k.id
   AND t.id = mc.movie_id
   AND mc.company_id = cn.id
   AND ci.movie_id = mc.movie_id
   AND ci.movie_id = mk.movie_id
   AND mc.movie_id = mk.movie_id;
 
",17f,SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id AND n.name LIKE '%B%',0.003261
